path,f_name,f_type,f_size_Kb,f_mtime,Owner,Modified_file_size
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__\__version__.cpython-312.pyc,__version__.cpython-312,.pyc,0,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,providers,.py,8,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\py.typed,py,.typed,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py,reporters,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,structs,.py,6,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py,__init__,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\abstract.py,abstract,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\criterion.py,criterion,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\exceptions.py,exceptions,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\resolution.py,resolution,.py,20,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__init__.py,__init__,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__\abstract.cpython-312.pyc,abstract.cpython-312,.pyc,2,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__\criterion.cpython-312.pyc,criterion.cpython-312,.pyc,3,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__\exceptions.cpython-312.pyc,exceptions.cpython-312,.pyc,3,2025-06-11 14:37:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__\resolution.cpython-312.pyc,resolution.cpython-312,.pyc,22,2025-06-11 14:37:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers\__pycache__\__init__.cpython-312.pyc,__init__.cpython-312,.pyc,0,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\providers.cpython-312.pyc,providers.cpython-312,.pyc,9,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\reporters.cpython-312.pyc,reporters.cpython-312,.pyc,3,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\structs.cpython-312.pyc,structs.cpython-312,.pyc,12,2025-06-11 14:37:13,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\__init__.cpython-312.pyc,__init__.cpython-312,.pyc,0,2025-06-11 14:37:12,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\abc.py,abc,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\align.py,align,.py,10,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py,ansi,.py,6,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\bar.py,bar,.py,3,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\box.py,box,.py,10,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\cells.py,cells,.py,5,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\color.py,color,.py,17,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py,color_triplet,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\columns.py,columns,.py,6,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\console.py,console,.py,98,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py,constrain,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\containers.py,containers,.py,5,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\control.py,control,.py,6,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py,default_styles,.py,8,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,diagnose,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py,emoji,.py,2,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\errors.py,errors,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py,filesize,.py,2,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py,file_proxy,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py,highlighter,.py,9,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\json.py,json,.py,4,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py,jupyter,.py,3,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\layout.py,layout,.py,13,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\live.py,live,.py,13,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py,live_render,.py,3,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\logging.py,logging,.py,12,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\markup.py,markup,.py,8,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\measure.py,measure,.py,5,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\padding.py,padding,.py,4,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\pager.py,pager,.py,0,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\palette.py,palette,.py,3,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\panel.py,panel,.py,10,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py,pretty,.py,35,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,progress,.py,58,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py,progress_bar,.py,7,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py,prompt,.py,12,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py,protocol,.py,1,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\py.typed,py,.typed,0,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\region.py,region,.py,0,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\repr.py,repr,.py,4,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\rule.py,rule,.py,4,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\scope.py,scope,.py,2,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\screen.py,screen,.py,1,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,segment,.py,24,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py,spinner,.py,4,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\status.py,status,.py,4,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\style.py,style,.py,26,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\styled.py,styled,.py,1,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py,syntax,.py,34,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\table.py,table,.py,39,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py,terminal_theme,.py,3,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\text.py,text,.py,46,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\theme.py,theme,.py,3,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\themes.py,themes,.py,0,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,traceback,.py,34,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\tree.py,tree,.py,9,2025-06-11 14:37:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py,_cell_widths,.py,9,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,_emoji_codes,.py,136,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py,_emoji_replace,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py,_export_format,.py,2,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py,_extension,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py,_fileno,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py,_inspect,.py,9,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py,_log_render,.py,3,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py,_loop,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py,_null_file,.py,1,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py,_palettes,.py,6,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py,_pick,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py,_ratio,.py,5,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py,_spinners,.py,19,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py,_stack,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\Python\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py,_timer,.py,0,2025-06-11 14:37:05,DESKTOP-L6P3D7M\Admin,0
